id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,start_x,end_y,start_y,ampl_x,ampl_y,avg_vel_x,avg_vel_y,peak_vel_x,peak_vel_y,end_x,avg_vel,peak_vel,ampl
0,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,406008.825,406056.841,48.01600000000326,146.835,138.7,109.305,305.66999999999996,29.394999999999982,181.92748109832817,23.02007343967898,521.3133283230071,55.13290355033628,452.505,187.13369948245477,524.2205865292798,307.08014413992964
1,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,406168.878,406260.911,92.03299999999581,467.625,128.515,172.245,123.23500000000001,43.73000000000002,45.108362877840435,14.140422205013548,339.9040487767648,35.56284773007994,344.39,52.714708852550245,340.5285101789033,130.76382575085515
2,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,406568.741,406596.715,27.974000000045635,329.97,134.86,123.46000000000001,105.81999999999994,11.400000000000006,99.61407938272791,13.267174726061954,265.40781691694184,28.77361414971185,435.78999999999996,102.43739004046975,266.9629752453576,106.4322902130739
3,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,406788.674,406812.682,24.007999999972526,452.625,130.15,141.06,13.240000000000009,10.909999999999997,14.5087867542058,11.955429520037,25.682505886771196,18.513765447186007,465.865,20.286313581529157,28.395765587554653,17.155923175393394
4,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,406988.804,407012.806,24.00199999997858,475.95000000000005,135.08,133.46,63.38499999999999,1.6200000000000045,69.47614593287337,4.197629253549196,134.62763009019483,9.79702162075154,539.335,69.85924006515268,134.6397783567729,63.40569867921967
5,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,407156.833,407192.836,36.00300000002608,541.7149999999999,135.45999999999998,136.96,44.815000000000055,1.5000000000000284,35.8566170062387,7.489010392312783,90.04712154106771,18.048875401988308,586.53,38.99694607809299,90.05002619322617,44.84009617518683
6,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,407876.662,407916.668,40.005999999993946,610.4000000000001,163.49,174.2,88.42499999999995,10.70999999999998,58.39149156875211,14.091800014588353,208.82778971177265,18.574889985652895,698.825,64.37437699206154,209.42317914667916,89.07123399279922
7,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,408308.685,408320.688,12.003000000026077,701.0350000000001,155.3,163.15,0.5300000000000864,7.849999999999994,1.7314646712105246,17.205060340593818,3.8464816429910007,20.514568762617426,700.505,17.333957651901784,20.872061530812555,7.867871376681244
8,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,408496.692,408532.685,35.993000000016764,698.34,163.305,162.54500000000002,106.12,0.7599999999999909,77.55833499718935,9.706670582647211,321.5410276067235,26.01785165418329,804.46,81.1780876133058,321.5543467825588,106.12272141252316
9,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,408808.532,408832.534,24.00199999997858,817.325,160.775,157.8,102.18000000000006,2.9749999999999943,117.40798928291666,5.047014042179789,241.04067624844237,11.44081719470313,715.145,117.88606364313317,241.04157349453388,102.22329981467048
10,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,409208.56,409252.559,43.99900000001071,717.655,143.875,130.255,68.69500000000005,13.620000000000005,42.99189912005862,17.69779137682584,131.27344878359915,40.54613285325123,786.35,52.234782048045126,131.6193801807298,70.03218849214986
11,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,409368.555,409392.555,24.0,801.405,143.655,147.895,21.75999999999999,4.240000000000009,25.321127283771347,5.4155382993334875,54.75207721059484,17.169808550548424,823.165,27.096038799441498,54.75374607946936,22.169239950886897
12,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,409568.519,409596.513,27.994000000006054,828.9,143.65,146.315,91.28499999999997,2.664999999999992,86.69087570139386,14.674437968009682,244.15994036536455,42.431136073194075,920.185,91.26034935829512,247.8194459433728,91.32389309485221
13,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,409848.593,409872.589,23.995999999984633,932.375,147.07999999999998,140.04500000000002,35.735000000000014,7.034999999999968,39.174398803569375,20.395696090444936,81.0922657065017,28.80649828016863,968.11,46.550821585184906,86.05678300156956,36.42089304231845
14,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,410008.536,410048.506,39.96999999997206,965.865,167.64999999999998,163.56,17.404999999999973,4.089999999999975,11.942607898720572,11.346958400304176,42.71563806176808,21.127457346114035,948.46,19.04732485582927,42.94946700983531,17.87909743247681
15,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,410248.431,410272.434,24.003000000026077,941.225,171.01999999999998,173.95499999999998,85.1149999999999,2.9350000000000023,100.07522901348511,7.765765806998566,275.6018973585541,27.458248931439382,1026.34,103.1577299005621,275.61778769253226,85.16558841457025
16,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,410528.523,410552.512,23.989000000001397,1061.17,159.09,170.795,12.329999999999927,11.704999999999984,13.521649168551976,13.60317799784269,28.590604669151123,29.07684053387889,1073.5,20.023931422385875,36.1419281360114,17.00105658481254
17,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,411128.502,411168.494,39.992000000027474,1080.355,176.595,151.285,107.96000000000004,25.310000000000002,75.35771164531607,19.272954681642478,278.96005041609254,46.99142242278643,1188.315,84.21757036423402,278.99182011513284,110.88713947072496
18,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,411368.415,411392.402,23.987000000022817,1188.895,163.64,179.24,124.2199999999998,15.600000000000023,141.41081308235837,17.910081815527025,319.0698320845114,38.49367947456311,1064.6750000000002,143.9376959973067,319.0711619464186,125.1957203741404
19,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,411568.222,411592.194,23.972000000008848,1069.99,151.09,141.41,114.07999999999993,9.680000000000007,125.21513091539087,12.06081705290226,334.20947008035864,32.46433304676426,1184.07,126.53668553162527,334.2195969551848,114.48995065070115
20,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,412260.435,412480.35,219.91499999997905,1202.6999999999998,185.26999999999998,168.985,147.01500000000033,16.284999999999968,306.98827945642404,47.75816887222187,8883.503455553197,1259.062853970592,1349.7150000000001,312.27099908883883,8966.804203253905,147.91420300295744
21,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,412708.246,412760.258,52.01199999998789,1319.9650000000001,177.775,169.175,858.5950000000001,8.599999999999994,434.27515464640425,21.991112974789324,720.9845602656368,76.07485916247974,461.37,435.2103223882613,721.1904417711781,858.638069284725
22,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,412892.228,412916.219,23.990999999979977,444.51,252.375,221.79500000000002,125.59499999999997,30.579999999999984,143.962724536475,33.53207883255259,416.0936447135041,73.64597958750534,318.915,161.42200837322466,416.84426739382917,129.26422716668364
23,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,413052.223,413076.228,24.005000000004657,327.9,246.145,261.22,24.045000000000016,15.075000000000017,33.18900522196622,21.782794033566216,59.30814430817326,60.079306344598656,351.945,43.47319594598801,67.02910595545384,28.37988107797496
24,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,413412.183,413456.177,43.994000000006054,345.51,245.935,251.775,114.12,5.840000000000003,68.34788934109093,10.948769329320262,323.71138021687267,37.16835950597631,459.63,72.35922194050926,323.82340372024834,114.26933096854992
25,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,414092.208,414116.216,24.008000000030734,462.38,230.925,235.8,136.865,4.875,149.97293648047852,8.563465723126539,346.1504719627251,16.273576182120895,599.245,150.6289510924171,346.226026169188,136.95179389113528
26,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,414772.1,414800.098,27.99800000002142,586.165,225.28,235.89499999999998,78.74000000000001,10.61499999999998,73.97841906654776,15.159967532576909,133.50956965466344,24.13091902525839,664.905,76.17038602923175,135.61574876321603,79.4522864680432
27,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,414920.073,414936.07,15.99700000003213,674.76,233.77499999999998,234.66500000000002,27.924999999999955,0.8900000000000432,45.924513708454164,6.627052715216632,96.90087354389932,12.101360008107592,702.685,46.867422099942075,97.16098364524368,27.939179032319426
28,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,415371.984,415399.975,27.990999999979977,710.37,233.51,238.635,85.30000000000007,5.125,81.2257724695104,11.385729736450456,262.8757388717669,22.991755128033144,795.6700000000001,83.95590835176668,263.4228051681026,85.45382159388784
29,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,415891.93,415923.87,31.94000000000233,830.785,230.035,220.89,101.22500000000002,9.14500000000001,85.77106256678465,14.706553576890975,245.81155168315763,41.68178860540011,932.01,91.07915628830227,246.25812473475875,101.63725522661464
30,T1_Syllables,1350,b,s7_stimuli_t1.jpg,12,416351.872,416379.859,27.987000000022817,948.54,235.465,228.54500000000002,106.04500000000007,6.9199999999999875,101.79779349115813,7.397841261248888,375.62593039409285,11.548103842200783,1054.585,103.82708790952556,375.7809118263346,106.27054354335455
