id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,start_x,end_y,start_y,ampl_x,ampl_y,avg_vel_x,avg_vel_y,peak_vel_x,peak_vel_y,end_x,avg_vel,peak_vel,ampl
0,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14010528.432,14010576.454,48.02199999988079,170.97,265.15999999999997,186.935,276.59000000000003,78.22499999999997,160.4894541077652,44.38634833439078,581.0351405976314,143.96051120048128,447.56,169.87086827245403,583.0459500787039,287.439000006958
1,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14010676.33,14010688.311,11.981000000610948,446.275,246.725,272.88,39.789999999999964,26.155,87.37194776776164,72.05458159458453,123.0375429343329,110.42612864180882,406.485,118.2249432975416,148.86681314623104,47.61646905220921
2,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14010780.164,14010832.153,51.989000000059605,367.225,214.815,205.78,57.99000000000001,9.034999999999997,43.573530472902135,8.862683318597703,171.4649004781249,20.115030322759967,309.235,47.77945195692637,171.9497367249983,58.689618545361164
3,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14011124.271,14011168.277,44.00600000098348,315.815,227.41500000000002,241.91,13.104999999999961,14.494999999999976,12.598842783397489,9.597644908130375,32.21839324804524,25.774714598435924,328.91999999999996,16.556894653124193,35.94316049638036,19.540881505193113
4,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14011272.347,14011304.375,32.02800000086427,325.945,226.31,221.37,46.170000000000016,4.939999999999998,53.92502188482208,4.23007920617431,132.2922899853786,9.660688836488175,372.115,55.10874860271298,132.29728900545248,46.43352775742978
5,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14011876.339,14011904.336,27.99699999950826,403.43,219.595,220.16,66.94999999999999,0.5649999999999977,65.99081880186186,9.748338537906491,167.1171509815262,20.256624361397222,470.38,69.10660654047203,168.28170621227846,66.95238401281914
6,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14012272.208,14012296.168,23.959999999031425,446.435,212.715,209.325,42.514999999999986,3.390000000000015,46.770668212329355,5.127723795480854,163.98417376514553,10.211951354656883,403.92,48.0416571907249,164.211141588324,42.64993933172706
7,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14012672.216,14012696.219,24.00300000049174,407.815,223.19,225.78,78.56,2.5900000000000034,86.10103958241537,4.548650839669703,252.519876059422,11.410793268514201,486.375,87.35198384193846,252.52891773624214,78.60268252419888
8,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14013832.023,14013856.026,24.00300000049174,452.645,205.64999999999998,208.69,22.409999999999968,3.0400000000000205,27.150138628522743,3.7591632220518956,74.02217765828725,10.35591211544315,475.05499999999995,28.381943997115076,74.03506138960357,22.615253701871193
9,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14014371.99,14014395.993,24.00300000049174,475.53499999999997,206.56,201.175,26.870000000000005,5.384999999999991,29.448697704087007,7.502425461673638,70.91334105717641,18.90837501266797,502.405,31.701460612017986,70.9138287834395,27.404290266306845
10,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14014632.025,14014700.043,68.01799999922514,518.5450000000001,180.86,196.49,9.604999999999905,15.629999999999995,9.717473164577848,11.51782773956109,25.4130795721825,26.103473725364307,528.15,15.57792393921709,31.909929397747497,18.34537884591098
11,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14015139.936,14015175.903,35.967000000178814,519.79,176.26,183.77999999999997,12.555000000000064,7.519999999999982,9.57075440711324,6.173373425345876,37.393765971040956,16.55727489738865,532.345,13.590495833169404,37.575065656831285,14.634836008647357
12,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14015511.875,14015551.881,40.00599999912083,547.12,187.01,185.925,54.81499999999994,1.0849999999999795,40.0600074340945,6.3161283324782165,193.54049086861286,14.333897404232314,601.935,42.00010650103516,193.55302485774325,54.82573711314782
13,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14016031.845,14016055.847,24.00199999846518,595.665,197.505,199.79500000000002,94.76999999999998,2.2900000000000205,103.87099713901962,7.595693052858155,241.82989537940665,15.324004792875193,690.435,104.90245533683786,242.31492612323086,94.79766347331561
14,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14016663.637,14016699.604,35.967000000178814,692.73,208.37,208.95999999999998,16.379999999999995,0.589999999999975,12.719170763984174,8.29419281800142,32.086091768163065,17.83657614189214,709.11,16.53253431481096,32.087171834073196,16.390622318874897
15,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14017027.802,14017051.798,23.996000001206994,744.45,208.585,197.89,18.24499999999989,10.695000000000022,21.383236809032496,32.33384275177513,44.22915546441511,61.75639699789574,762.6949999999999,40.933612264003955,69.77254650088248,21.148594515948254
16,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14018051.606,14018083.566,31.959999999031425,784.9449999999999,207.255,212.565,30.610000000000127,5.310000000000002,32.00337903064843,6.329886438609689,69.07725227789555,17.31870100008244,815.5550000000001,34.34447029843643,69.15411626736905,31.067156290848505
17,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14018459.646,14018475.648,16.002000000327826,832.115,205.285,200.98000000000002,13.184999999999945,4.304999999999978,28.055760403161347,7.077148150014735,38.34289611264486,14.56402878457547,845.3,30.02687553017718,38.38709218205594,13.87001261715354
18,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14018891.627,14018915.626,23.998999999836087,853.365,207.07,208.39,33.75,1.3199999999999932,36.9989625155109,9.745253313466703,103.57802131807983,22.788702406571804,887.115,39.507738806335134,104.53923230067826,33.7758034693477
19,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14020291.518,14020331.484,39.9660000000149,946.97,208.685,216.08999999999997,56.069999999999936,7.404999999999973,67.28782201205532,7.625861183381174,218.73378060012368,20.1781501234576,1003.04,68.65993344480329,218.83784455295847,56.556864525891044
20,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14020991.164,14021027.184,36.019999999552965,1004.3299999999999,192.40499999999997,201.99,48.20499999999993,9.585000000000036,83.60763829430383,9.862845848699065,328.51229878760194,25.10314311216216,1052.5349999999999,86.87487394636747,328.51230043510225,49.14869530313082
21,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14021491.415,14021519.426,28.01100000180304,1056.71,199.76,198.91500000000002,53.82999999999993,0.8449999999999704,64.2130814902762,6.503630773856946,187.06393630752544,14.264580326924646,1110.54,64.74115495583186,187.25169411412864,53.83663181329226
22,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14021831.387,14021863.382,31.994999999180436,1120.4250000000002,192.62,201.265,21.454999999999927,8.644999999999982,17.641154949491224,8.612658226671691,28.780809353229547,24.40002479895551,1141.88,20.640486437476994,37.05368877817822,23.131213759766187
23,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14022671.234,14022695.235,24.001000000163913,1162.0349999999999,201.155,201.14,35.72499999999991,0.01500000000001478,40.55978046554598,8.368911203678598,73.98929352783047,19.89489892637223,1126.31,43.77967614117938,76.6173776635433,35.725003149055055
24,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14023091.188,14023115.192,24.00400000065565,1129.27,202.91500000000002,197.95499999999998,21.2800000000002,4.960000000000036,23.32252912816267,7.167202120642002,51.956926121765996,20.317313293155124,1150.5500000000002,25.499574965438203,52.42469992565591,21.850400453996464
25,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14023471.294,14023507.278,35.984000001102686,1166.995,185.575,193.71,16.300000000000182,8.13500000000002,26.669616078418308,5.947424205401109,45.06252435877023,11.71260674695903,1183.295,27.48769907628389,45.614057581478136,18.217250753063873
26,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14023891.217,14023915.212,23.994999999180436,1186.745,188.41,182.28,19.220000000000027,6.1299999999999955,24.997698051022308,6.7203806570397795,44.20732316656076,14.962279357850012,1205.965,26.670719219030214,44.56786461036912,20.17387667256844
27,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14024251.031,14024283.03,31.998999999836087,1248.9250000000002,182.07,185.55,23.890000000000327,3.480000000000018,24.161976669092336,9.668341397245033,68.7278326547391,19.03991153449492,1225.0349999999999,26.655661827874486,71.31643017327224,24.142131223237435
28,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14024491.056,14024527.074,36.01799999922514,1217.47,180.83499999999998,187.73000000000002,48.375,6.895000000000039,39.386456434318106,6.789005333398388,142.25139090997627,21.561208983451294,1265.845,41.253356123336886,142.3884002356129,48.863909483380475
29,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14024891.115,14024915.119,24.00400000065565,1282.885,193.45499999999998,190.04500000000002,74.72000000000003,3.409999999999968,105.43422890379718,8.52661284135118,234.79269146164899,15.977692978111975,1357.605,107.04998316831028,234.85613912838295,74.79777068870438
30,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14025363.063,14025431.031,67.96800000034273,1342.87,259.71000000000004,191.93,661.5899999999999,67.78000000000003,259.6127403147483,28.36699246124527,428.2500309390828,98.43025685523595,681.28,263.0072735696359,429.7011718346518,665.052972702175
31,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14025590.971,14025634.962,43.990999998524785,657.155,330.01,265.395,270.47499999999997,64.61500000000001,161.74563162383572,43.06466168747021,300.0348062879668,166.50109365262662,386.68,176.57726174000874,308.6567354877996,278.0860008162942
32,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14025762.966,14025798.971,36.005000000819564,381.36,330.025,335.815,65.71500000000003,5.7900000000000205,52.69164977542704,6.225246527774373,179.92986351688776,10.522921746180108,315.645,53.726989835515866,180.02823309478163,65.96957878446705
33,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14026470.982,14026526.995,56.012999998405576,336.2,311.395,321.115,76.495,9.720000000000027,40.68419524216728,6.551769950451633,230.4601394579543,14.005138289456271,412.695,42.7790053327394,230.49278794360202,77.1100734340203
34,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14027290.861,14027326.867,36.00600000098348,409.89,315.02,322.67,22.41500000000002,7.650000000000034,17.50896252609891,7.503567899485429,41.09488934699619,12.065459512277945,432.305,20.111128977734957,41.92818256760915,23.684482789370797
35,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14027650.827,14027694.817,43.99000000022352,446.02,313.83500000000004,320.745,43.10000000000002,6.909999999999968,25.77533932058142,7.122642553887737,70.15939011478676,14.373958499841887,489.12,27.594950680529543,70.99408204256355,43.65040778732773
36,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14028090.899,14028122.874,31.97499999962747,492.735,313.35,320.125,32.10000000000002,6.774999999999977,28.369651481953795,6.923540315011055,72.12125109379414,11.51808421910151,524.835,29.762788379344943,72.97941793568822,32.80717337717471
37,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14028470.677,14028486.684,16.00700000114739,538.435,324.46000000000004,330.6,9.279999999999973,6.139999999999986,15.251293059456746,10.090738151190257,18.63598397549768,12.686930889845,529.155,18.383723678952812,21.190974247066368,11.127353683603273
38,T4_Meaningful_Text,1993,b,s7_stimuli_t4.jpg,158,14028770.746,14028778.748,8.002000000327826,528.815,322.08,318.595,2.3549999999999045,3.484999999999957,7.7422771529737675,11.457255149942394,7.923094666100386,12.196963158188213,531.17,13.83943863504259,14.350664868473446,4.206096765410806
