id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,start_x,end_y,start_y,ampl_x,ampl_y,avg_vel_x,avg_vel_y,peak_vel_x,peak_vel_y,end_x,avg_vel,peak_vel,ampl
0,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,950912.223,950936.222,23.998999999952503,163.81,265.95,166.25,286.415,99.69999999999999,313.95303848795226,109.2880790688415,692.1780619854683,238.8703236382935,450.225,357.22962518597,698.6136812783784,303.271565144179
1,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,951016.221,951032.22,15.998999999952503,467.07500000000005,233.265,261.79,123.73000000000002,28.525000000000034,203.4583993663394,46.90327502693818,379.1211400366032,73.98929352783047,343.345,216.01696253120753,383.7598059062259,126.97554301911848
2,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,951372.234,951396.224,23.989999999990687,331.125,215.21,217.42000000000002,70.88499999999999,2.210000000000008,82.46654109455162,17.995228642775135,219.22753638136072,26.287564016861708,402.01,85.85276870151834,220.39243829546024,70.91944250344893
3,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,951552.185,951576.168,23.982999999891035,402.49,229.945,230.54000000000002,74.40999999999997,0.5950000000000273,83.0551015763507,5.819263810877335,166.38695380608837,9.214467378501777,476.9,84.16525627367686,166.64190591186497,74.41237884250171
4,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,952232.121,952256.119,23.997999999905005,492.895,228.3,228.55,40.549999999999955,0.25,44.45197786110325,2.291179929880539,69.38551526387627,3.8484053648341425,533.4449999999999,44.52255383070834,69.42368775864273,40.55077064619113
5,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,952592.09,952620.089,27.999000000068918,537.7,217.01,219.6,65.39499999999998,2.5900000000000034,63.363281271663126,8.813665895246837,191.22121860637102,20.1301203693154,603.095,64.98610612254788,191.404990195632,65.44626899220457
6,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,953091.879,953115.84,23.961000000010245,624.2,225.075,220.57,73.70000000000005,4.5049999999999955,83.284371222753,5.056150619576324,199.79188702202566,11.529622499210037,697.9000000000001,83.72537558749086,199.89725391898335,73.83755836293618
7,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,953372.052,953396.064,24.011999999987893,707.605,223.95499999999998,219.935,61.00999999999999,4.019999999999982,71.30098984218277,5.37934634488616,190.82984650447506,14.165977237931441,768.615,71.55525000558507,191.35491952920128,61.14229714363044
8,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,953671.982,953695.992,24.010000000009313,788.74,222.81,228.70499999999998,91.29999999999995,5.894999999999982,111.0340549383871,12.966389829838398,270.96129084200027,27.37879127503491,880.04,112.91259824526885,272.340998284219,91.49011435668878
9,T4_Meaningful_Text,1345,b,s7_stimuli_t4.jpg,158,953852.036,953880.033,27.99700000009034,888.855,210.155,225.20499999999998,78.26999999999998,15.049999999999983,75.28172925120923,14.14170794029271,276.52265301134554,25.057707408091744,967.125,82.65458648241191,276.88563210218757,79.70379790198204
