id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,start_x,end_y,start_y,ampl_x,ampl_y,avg_vel_x,avg_vel_y,peak_vel_x,peak_vel_y,end_x,avg_vel,peak_vel,ampl
0,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,311888.817,311940.838,52.021000000007916,166.095,168.6,159.98000000000002,226.83499999999995,8.619999999999976,119.3628889003552,13.431706842321129,527.2964566854678,32.28414507240922,392.92999999999995,122.53214722139137,527.7277428349296,226.99872604268066
1,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,312056.85,312084.85,28.0,407.325,173.025,180.78,47.36999999999995,7.7549999999999955,44.50632170683588,7.342556557714221,116.70577899123128,10.457153485266728,359.95500000000004,45.81640750966992,116.86252426873884,48.00059296508737
2,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,312352.663,312384.65,31.987000000022817,362.69,159.665,168.54500000000002,91.77000000000004,8.880000000000024,75.45627850676577,8.477132139362489,187.0917069645956,18.908375012667786,454.46000000000004,76.07432206830812,187.38940094372674,92.19862959936013
3,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,312632.669,312672.659,39.98999999999069,470.65,151.94,156.14499999999998,96.91500000000008,4.204999999999984,63.90655370290254,4.141147311335432,275.2103221119499,9.703244295807743,567.565,64.33367180126388,275.31977641440193,97.00618150406713
4,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,312796.633,312832.638,36.00500000000466,572.135,151.84,147.92000000000002,21.100000000000023,3.9199999999999875,17.016394616884952,4.18680303325144,46.19065562803954,8.681410440598917,593.235,18.08816584366683,46.44621696454409,21.461043777039382
5,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,312900.649,313028.655,128.00600000005215,603.845,155.635,155.07,13.754999999999995,0.5649999999999977,251.35700730923088,66.82604380316357,4061.51895272104,1069.8851844124285,617.6,261.1591504581319,4200.070298356615,13.76659907166617
6,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,313376.683,313440.683,64.0,608.84,156.29000000000002,159.935,89.6049999999999,3.644999999999982,38.65894075249917,4.096131051104682,157.71228967087785,11.706750442625815,698.4449999999999,39.27052187619345,157.744543126736,89.67910598350088
7,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314028.649,314088.569,59.92000000004191,727.3,159.8,166.10500000000002,101.0150000000001,6.305000000000007,44.56414871540101,3.8220094230887636,166.3714755429018,8.628585057257991,828.315,45.64503646631554,166.37265167456792,101.211576659985
8,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314256.433,314280.444,24.010999999998603,828.12,162.31,157.015,78.04499999999996,5.295000000000016,85.50671747002183,5.867139874749282,215.51348666314942,10.879207577316766,750.075,85.87773682541182,215.74195069725843,78.22441466703343
9,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314476.515,314504.527,28.011999999987893,747.315,156.835,152.32999999999998,107.78499999999997,4.505000000000024,103.07907229556572,7.35828124969729,292.46410851321224,11.572320840450967,855.1,104.92107558770105,292.51750482147776,107.87910478864752
10,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314676.573,314712.587,36.01400000002468,852.98,170.75,166.275,35.67000000000007,4.474999999999994,26.151642976236555,4.912347390456095,75.25296137550339,9.465896623301324,817.31,26.99479005334061,75.40798203912813,35.949610915836146
11,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314832.626,314860.629,28.003000000026077,813.495,166.185,168.985,21.549999999999955,2.8000000000000114,23.063092526675174,3.175180348399015,50.135765004794116,5.853375221312907,835.045,23.8610172675975,50.20130152989939,21.73114124936834
12,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,314976.608,315000.586,23.978000000002794,843.0350000000001,163.305,161.735,93.93999999999983,1.5699999999999932,104.72433073070549,1.9858167649264862,239.33985240481638,3.785460463011036,936.9749999999999,104.79543945246041,239.3488364035481,93.95311862838811
13,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,315256.412,315304.412,48.0,946.7750000000001,167.125,165.365,93.3599999999999,1.759999999999991,51.315685577857465,3.1623572122635593,252.7474266910693,12.035591747193651,1040.135,51.61706517692647,252.74910383605635,93.37658807217139
14,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,315448.422,315480.426,32.00399999995716,1044.94,158.345,159.275,19.164999999999964,0.9300000000000068,17.109615747873942,2.983960530572313,29.686948065564884,5.294345003546838,1064.105,17.598327810825417,29.75911090872226,19.187551302862975
15,T1_Syllables,1760,b,s7_stimuli_t1.jpg,12,316116.451,316140.467,24.01600000000326,1071.8249999999998,158.925,156.98000000000002,93.59000000000015,1.9449999999999932,102.51984009304346,5.569948331732124,202.82655576924802,9.792126781123311,1165.415,103.09665370148741,202.85265490796166,93.6102084443787
