id,task,sid,eye,stimfile,trialid,start_ms,end_ms,duration_ms,start_x,end_y,start_y,ampl_x,ampl_y,avg_vel_x,avg_vel_y,peak_vel_x,peak_vel_y,end_x,avg_vel,peak_vel,ampl
0,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,323062.908,323090.901,27.993000000016764,161.36,161.52499999999998,152.24,179.86,9.284999999999968,169.02910596079303,11.18809911302557,494.10893495466877,18.419717985530763,341.22,173.40445574613827,494.1236664455326,180.09950256733083
1,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,323282.863,323294.862,11.99900000001071,354.795,175.825,185.285,2.9750000000000227,9.460000000000008,6.52258111830178,20.74061341556099,6.839899135017351,21.012959361903807,351.82,21.74593313770008,22.09816013432412,9.916764845452386
2,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,323630.793,323722.856,92.06300000002375,341.38,137.255,155.17000000000002,19.664999999999964,17.91500000000002,198.35728537617658,129.3010199550914,2246.6687660041057,1420.29220396046,321.71500000000003,245.17692515099898,2629.6123841283897,26.601869295220578
3,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,324022.836,324046.821,23.98499999998603,338.38,143.875,153.755,108.91999999999996,9.879999999999995,172.48579939689682,10.859606168075238,442.0311636715546,21.555271902966986,447.29999999999995,173.41711322948694,442.2174492513645,109.36718337783044
4,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,324322.838,324346.827,23.989000000001397,465.77,167.18,148.665,5.435000000000002,18.515000000000015,6.705746894995179,20.303806202021565,12.633823007036215,32.03715235293869,471.205,21.544266433255274,34.1100525727917,19.296228906187878
5,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,324434.789,324466.783,31.994000000006054,474.59000000000003,138.71,167.015,15.639999999999986,28.30499999999998,12.860258971886955,23.274354689036606,18.35393327817249,28.95251105736941,458.95000000000005,26.809848733488707,32.325871208819606,32.33856250670395
6,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,324898.74,324926.702,27.961999999999534,474.035,160.26999999999998,166.565,118.09999999999997,6.295000000000016,118.29067931180461,6.778648632611348,296.4017767760377,14.585902170098024,592.135,118.941625065018,296.6714455864981,118.2676499512863
7,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,325562.696,325590.679,27.98300000000745,603.0699999999999,158.22,163.38,120.88000000000011,5.159999999999997,114.31185015900031,8.545899685256286,415.63829639456117,18.659296441465887,723.95,116.40824888187835,416.05692251597446,120.99008223817366
8,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,326802.524,326826.525,24.001000000047497,723.78,152.33499999999998,153.065,110.05999999999995,0.7300000000000182,120.62458215942722,7.858974310558923,391.9466166473151,16.507833489320337,833.8399999999999,121.10703532399323,392.0280244695611,110.06242092558199
9,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,327262.491,327286.474,23.98300000000745,847.355,156.395,158.285,112.11000000000001,1.8899999999999864,177.73229831835886,8.523269830363143,459.6211130424336,13.22934245056315,959.465,178.16824687299183,459.6290307804254,112.12593009647681
10,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,327962.287,327986.303,24.01600000000326,967.945,145.195,149.70499999999998,130.015,4.509999999999991,149.76688574937955,4.940063517465794,475.92424689376236,7.360524828656786,1097.96,150.1543554925784,475.9243195295504,130.09319861161075
11,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,328582.365,328606.369,24.004000000015367,1098.1799999999998,122.4,108.59,115.42000000000007,13.810000000000002,128.53487439909944,15.13482994906934,563.6903782194795,26.62948829801584,1213.6,135.21211080587744,564.3190340084534,116.24324711569278
12,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,328806.392,328954.394,148.00199999997858,1222.395,132.8,156.47,16.414999999999964,23.669999999999987,445.26324190086285,89.05281693402844,8176.704806347601,1534.0446858103514,1238.81,465.5493502368953,8245.725873590689,28.804880228877852
13,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,329806.234,329846.233,39.99900000001071,1232.645,130.51500000000001,134.245,139.07000000000016,3.7299999999999898,101.61231834896802,14.318126196031852,361.8569715467761,22.82158653702859,1371.7150000000001,109.60726761463059,361.8814515254084,139.1200122196661
14,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,330466.27,330554.232,87.96199999999953,1353.2800000000002,236.425,152.895,989.0900000000001,83.53,295.8269872408296,30.611156488111874,830.1803539893249,123.17977431680866,364.19,300.0943940623995,830.386238399567,992.6108446919167
15,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,331046.094,331070.118,24.024000000033993,337.17499999999995,212.255,226.68,118.97000000000003,14.425000000000011,173.10434041292638,20.811285359055944,555.613684729224,42.70666293138362,456.145,176.1952644653701,556.279114651424,119.84131810440007
16,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,332289.911,332369.971,80.05999999999767,459.115,199.795,203.015,107.46499999999992,3.219999999999999,37.8590566133881,3.5126790365622944,355.57249630380744,8.576325804943563,566.5799999999999,39.663034369078794,355.58798435088806,107.51322999984691
17,T1_Syllables,1729,b,s7_stimuli_t1.jpg,12,332434.011,332470.027,36.01600000000326,586.125,226.945,211.48,6.569999999999936,15.465000000000003,4.799024165583802,11.420533766803711,6.640934118667752,17.452746899212038,592.6949999999999,12.687465088711676,17.790686376554866,16.802711834700947
